"Country3 input data from R datafile"

"N complete non-extreme",734
"WN complete non-extreme",734
"N total",1008
"N Any Missing",17
"WN Any missing",21.7296636869741

"Item","Severity","SE severity","Infit","SE infit","Outfit","N Yes on complete non-extreme sample","Perc Yes on complete non-extreme sample","WN Yes on complete non-extreme sample","WPerc Yes on complete non-extreme sample","N Yes on total sample","Perc Yes on total sample","WN Yes on total sample","WPerc Yes on total sample"
"WORRIED","-1.36624451948918","0.113201907879869","1.23538022680356","0.064697401478395","1.62389213304711","590","80.3814713896458","609.49361421832","83.0372771414605","814","80.7539682539683","847.738639393615","84.1010554971168"
"HEALTHY","-0.643437041125969","0.0998174819484884","0.916081949919804","0.0514428227033349","0.755018646898714","512","69.7547683923706","534.816277042946","72.8632530031262","736","73.015873015873","774.772367515572","76.8623380487504"
"FEWFOOD","-1.00458762361836","0.105582840877523","1.00554419166215","0.0571840313977393","0.899886871613931","557","75.8855585831063","574.426399773018","78.259727489512","778","77.1825396825397","809.655951828506","80.3230110957391"
"SKIPPED","0.79715522117416","0.0906907296711334","1.05595858938203","0.0447960013899721","1.04618493092552","340","46.3215258855586","343.023533899422","46.7334514849349","562","55.7539682539683","585.799467605008","58.1150265493034"
"ATELESS","-0.485061021577804","0.0978100860049571","0.975142854765269","0.0495631389655912","1.01899131818587","504","68.6648501362398","516.079358827271","70.3105393497644","730","72.4206349206349","760.211717768685","75.4178291452598"
"RUNOUT","0.456013067982548","0.0912591058559907","0.786439258950045","0.0451427165472605","0.681933113744595","379","51.6348773841962","391.780482818382","53.3760875774363","604","59.9206349206349","636.804921834022","63.1750914530788"
"HUNGRY","0.296882292547432","0.0918152389200782","0.819783222209759","0.0453639819855935","0.751551439918909","404","55.0408719346049","413.994650905236","56.4025409952637","631","62.5992063492063","661.265590527223","65.6017450933269"
"WHLDAY","1.94919809481388","0.0967665396853075","1.21036417463667","0.0447585165351596","1.33477872308911","162","22.0708446866485","171.248030565825","23.3307943550171","386","38.2936507936508","419.157123496015","41.5830479667242"

"Raw-score","Severity","Error","N cases","W cases"
0,-3.08486644228947,1.48899526249305,44,30.0550660624381
1,-2.2867679288415,1.111735865956,58,48.8265911150058
2,-1.3415859287252,0.873336988067295,65,52.967075835418
3,-0.649084449047335,0.79857471693927,91,89.5892875188186
4,-0.0307684193502027,0.784051327288572,105,108.272925700292
5,0.601687831055021,0.812912076223109,105,91.4637484517301
6,1.31996727896307,0.900318950827885,128,126.768676680011
7,2.32433324505519,1.14414417197231,182,201.0571358247
8,3.17295263026067,1.48899526249305,213,237.269829104014

"Reliab.",0.690594878853141
"Reliab. flat",0.712635021447862


Distribution of valid responses 
Num valid,Num cases,Pct cases,Wt cases,Wt pct,Pct if any valid,Wt pct if any valid
0,0,0,0,0,0,0
1,0,0,0,0,0,0
2,0,0,0,0,0,0
3,0,0,0,0,0,0
4,0,0,0,0,0,0
5,1,0.0992063492063492,0.445523892278174,0.0441987988371204,0.0992063492063492,0.0441987988371204
6,3,0.297619047619048,3.12455015077024,0.309975213370063,0.297619047619048,0.309975213370063
7,13,1.28968253968254,18.1595896439257,1.8015465916593,1.28968253968254,1.8015465916593
8,991,98.3134920634921,986.270336292429,97.8442793940902,98.3134920634921,97.8442793940902

Missing by item if any valid
Item,Num missing,Pct missing, Wt missing, Wt pct missing
"WORRIED",0,0,0,0
"HEALTHY",4,0.396825396825397,4.85465747768133,0.481612845008069
"FEWFOOD",5,0.496031746031746,6.62476877657406,0.657219124660125
"SKIPPED",4,0.396825396825397,4.9971868096887,0.49575265969134
"ATELESS",1,0.0992063492063492,1.29523259727441,0.128495297348652
"RUNOUT",3,0.297619047619048,2.35792138599835,0.233920772420471
"HUNGRY",0,0,0,0
"WHLDAY",5,0.496031746031746,5.61549457508387,0.55709271578213

Residual correlation
"","HEALTHY","FEWFOOD","SKIPPED","ATELESS","RUNOUT","HUNGRY","WHLDAY"
"WORRIED","0.0975999546518225","-0.0483644316813114","-0.260641767416512","-0.139600221113255","-0.036106531543564","-0.0703134538995016","-0.211897491497422"
"HEALTHY","","0.306263187849679","-0.101291833618225","-0.0171841435247802","0.00757175940190131","0.0301244005552253","-0.0206536961174325"
"FEWFOOD","","","-0.0785389957433753","0.0848748531155506","-0.0315098850639323","-0.0711625254755011","-0.176260944260476"
"SKIPPED","","","","0.0113028884573443","0.151688103510669","0.166190773087495","-0.16524702875062"
